,forecast,lower_ci,upper_ci,actual
2025-09-09,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,0.005198754191305888
2025-09-10,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,0.015791952022510714
2025-09-11,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,-0.029502680479464694
2025-09-12,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,0.023106067731585078
2025-09-15,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,0.007243629604340107
2025-09-16,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,-0.007836382677701259
2025-09-17,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,0.01306985346722822
2025-09-18,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,0.044891007716121756
2025-09-19,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,0.004128789905494479
2025-09-22,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,0.005449535995057708
2025-09-23,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,-0.008725171837777879
2025-09-24,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,-0.016634476327626047
2025-09-25,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,0.016962044040141677
2025-09-26,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,-0.016761366669624245
2025-09-29,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,0.001929462134571125
2025-09-30,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,-0.009094377710257007
2025-10-01,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,0.010029136178568265
2025-10-02,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,0.007147636780466371
2025-10-03,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,0.021028149453858447
2025-10-06,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,-0.009747682644570155
2025-10-07,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,-0.0049095307533537635
2025-10-08,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,-0.019259554588819228
2025-10-09,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,-0.008421224386111703
2025-10-10,-1.1914837699696868e-05,-0.038091529296923526,0.038067699621524134,0.00801381331076012
